data_type;cruise_id;profile_id;sample_id;sample_min_depth;sample_max_depth;profile_depth_min;profile_depth_max;profile_date_time;cast_net_op_m2;subsample_id;sample_segment_length;subsample_count_type;subsample_size_fraction_min;subsample_size_fraction_max;site_lat_start_decimal;site_lon_start_decimal;sample_volume_filtered;subsample_all_shells_present_were_counted;total_of_forams_counted_ind;sampling_device_type;b_digitata_VT;b_pumilio_VT;b_variabilis_VT;c_nitida_VT;d_anfracta_VT;g_adamsi_VT;g_bulloides_VT;g_calida_VT;g_cavernula_VT;g_conglobatus_VT;g_conglomerata_VT;g_crassaformis_VT;g_elongatus_VT;g_falconensis_VT;g_glutinata_VT;g_hexagona_VT;g_hirsuta_VT;g_inflata_VT;g_cultrata_VT;g_minuta_VT;g_ruber_albus_VT;g_ruber_albus_or_elongatus_VT;g_ruber_any_VT;g_ruber_ruber_VT;g_rubescens_VT;g_scitula_VT;g_siphonifera_VT;g_tenellus_VT;g_theyeri_VT;g_truncatulinoides_VT;g_truncatulinoides_left_VT;g_truncatulinoides_right_VT;g_tumida_VT;g_ungulata_VT;g_uvula_VT;n_vivans_VT;h_digitata_VT;h_pelagica_VT;n_dutertrei_VT;n_incompta_VT;n_pachyderma_VT;n_pachyderma_incompta_VT;o_riedeli_VT;o_universa_VT;p_obliquiloculata_VT;s_dehiscens_VT;t_clarkei_VT;t_fleisheri_VT;t_humilis_VT;t_iota_VT;t_parkerae_VT;t_quinqueloba_VT;t_sacculifer_VT;t_sacculifer_no_sac_VT;t_sacculifer_sac_VT;UnID_VT
1854;Net;M21-5;M21-5_739B1_1;M21-5_739B5_S1;0;20;0;700;11/07/1992;0.25;M21-5_739B5_1_S1_150-200_L;NA;Raw;150;200;71.63;-8.44;5;1;68;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1855;Net;M21-5;M21-5_739B1_1;M21-5_739B5_S1;0;20;0;700;11/07/1992;0.25;M21-5_739B5_1_S1_200-250_L;NA;Raw;200;250;71.63;-8.44;5;1;7;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1856;Net;M21-5;M21-5_739B1_1;M21-5_739B5_S1;0;20;0;700;11/07/1992;0.25;M21-5_739B5_1_S1_250-315_L;NA;Raw;250;315;71.63;-8.44;5;1;1;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1857;Net;M21-5;M21-5_739B1_1;M21-5_739B5_S1;0;20;0;700;11/07/1992;0.25;M21-5_739B5_1_S1_315_L;NA;Raw;315;NA;71.63;-8.44;5;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1858;Net;M21-5;M21-5_739B1_1;M21-5_740B1_S1;500;700;0;700;11/07/1992;0.25;M21-5_740B1_1_S1_100-125_L;NA;Raw;100;125;71.61;-8.44;50;1;127;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0
1859;Net;M21-5;M21-5_739B1_1;M21-5_740B1_S1;500;700;0;700;11/07/1992;0.25;M21-5_740B1_1_S1_125-150_L;NA;Raw;125;150;71.61;-8.44;50;1;28;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0
1860;Net;M21-5;M21-5_739B1_1;M21-5_740B1_S1;500;700;0;700;11/07/1992;0.25;M21-5_740B1_1_S1_150-200_L;NA;Raw;150;200;71.61;-8.44;50;1;7;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1861;Net;M21-5;M21-5_739B1_1;M21-5_740B1_S1;500;700;0;700;11/07/1992;0.25;M21-5_740B1_1_S1_200-250_L;NA;Raw;200;250;71.61;-8.44;50;1;1;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1862;Net;M21-5;M21-5_739B1_1;M21-5_740B1_S1;500;700;0;700;11/07/1992;0.25;M21-5_740B1_1_S1_250-315_L;NA;Raw;250;315;71.61;-8.44;50;1;1;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1863;Net;M21-5;M21-5_739B1_1;M21-5_740B1_S1;500;700;0;700;11/07/1992;0.25;M21-5_740B1_1_S1_315_L;NA;Raw;315;NA;71.61;-8.44;50;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1864;Net;M21-5;M21-5_739B1_1;M21-5_740B2_S1;300;500;0;700;11/07/1992;0.25;M21-5_740B2_1_S1_100-125_L;NA;Raw;100;125;71.61;-8.44;50;1;114;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0
1865;Net;M21-5;M21-5_739B1_1;M21-5_740B2_S1;300;500;0;700;11/07/1992;0.25;M21-5_740B2_1_S1_125-150_L;NA;Raw;125;150;71.61;-8.44;50;1;71;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0
1866;Net;M21-5;M21-5_739B1_1;M21-5_740B2_S1;300;500;0;700;11/07/1992;0.25;M21-5_740B2_1_S1_150-200_L;NA;Raw;150;200;71.61;-8.44;50;1;46;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1867;Net;M21-5;M21-5_739B1_1;M21-5_740B2_S1;300;500;0;700;11/07/1992;0.25;M21-5_740B2_1_S1_200-250_L;NA;Raw;200;250;71.61;-8.44;50;1;11;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1868;Net;M21-5;M21-5_739B1_1;M21-5_740B2_S1;300;500;0;700;11/07/1992;0.25;M21-5_740B2_1_S1_250-315_L;NA;Raw;250;315;71.61;-8.44;50;1;2;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1869;Net;M21-5;M21-5_739B1_1;M21-5_740B2_S1;300;500;0;700;11/07/1992;0.25;M21-5_740B2_1_S1_315_L;NA;Raw;315;NA;71.61;-8.44;50;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1870;Net;M21-5;M21-5_739B1_1;M21-5_740B3_S1;200;300;0;700;11/07/1992;0.25;M21-5_740B3_1_S1_100-125_L;NA;Raw;100;125;71.61;-8.44;25;1;474;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;122;0;0;0;0;0;0;0;0;0;0;349;0;0;0;0
1871;Net;M21-5;M21-5_739B1_1;M21-5_740B3_S1;200;300;0;700;11/07/1992;0.25;M21-5_740B3_1_S1_125-150_L;NA;Raw;125;150;71.61;-8.44;25;1;256;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;118;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0
1872;Net;M21-5;M21-5_739B1_1;M21-5_740B3_S1;200;300;0;700;11/07/1992;0.25;M21-5_740B3_1_S1_150-200_L;NA;Raw;150;200;71.61;-8.44;25;1;81;Net;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
1873;Net;M21-5;M21-5_739B1_1;M21-5_740B3_S1;200;300;0;700;11/07/1992;0.25;M21-5_740B3_1_S1_200-250_L;NA;Raw;200;250;71.61;-8.44;25;1;13;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1874;Net;M21-5;M21-5_739B1_1;M21-5_740B3_S1;200;300;0;700;11/07/1992;0.25;M21-5_740B3_1_S1_250-315_L;NA;Raw;250;315;71.61;-8.44;25;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1875;Net;M21-5;M21-5_739B1_1;M21-5_740B3_S1;200;300;0;700;11/07/1992;0.25;M21-5_740B3_1_S1_315_L;NA;Raw;315;NA;71.61;-8.44;25;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1876;Net;M21-5;M21-5_739B1_1;M21-5_740B4_S1;100;200;0;700;11/07/1992;0.25;M21-5_740B4_1_S1_100-125_L;NA;Raw;100;125;71.61;-8.44;25;1;1402;Net;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;1064;0;0;0;0
1877;Net;M21-5;M21-5_739B1_1;M21-5_740B4_S1;100;200;0;700;11/07/1992;0.25;M21-5_740B4_1_S1_125-150_L;NA;Raw;125;150;71.61;-8.44;25;1;1056;Net;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;246;0;0;0;0;0;0;0;0;0;0;798;0;0;0;0
1878;Net;M21-5;M21-5_739B1_1;M21-5_740B4_S1;100;200;0;700;11/07/1992;0.25;M21-5_740B4_1_S1_150-200_L;NA;Raw;150;200;71.61;-8.44;25;1;279;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;121;0;0;0;0;0;0;0;0;0;0;155;0;0;0;0
1879;Net;M21-5;M21-5_739B1_1;M21-5_740B4_S1;100;200;0;700;11/07/1992;0.25;M21-5_740B4_1_S1_200-250_L;NA;Raw;200;250;71.61;-8.44;25;1;57;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
1880;Net;M21-5;M21-5_739B1_1;M21-5_740B4_S1;100;200;0;700;11/07/1992;0.25;M21-5_740B4_1_S1_250-315_L;NA;Raw;250;315;71.61;-8.44;25;1;5;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1881;Net;M21-5;M21-5_739B1_1;M21-5_740B4_S1;100;200;0;700;11/07/1992;0.25;M21-5_740B4_1_S1_315_L;NA;Raw;315;NA;71.61;-8.44;25;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1882;Net;M21-5;M21-5_741B1_1;M21-5_741B1_S1;2000;2500;0;2500;11/07/1992;0.25;M21-5_741B1_1_S1_100-125_L;NA;Raw;100;125;72.37;-7.71;125;1;245;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;0;0;0;0;0;0;0;0;0;208;0;0;0;0
1883;Net;M21-5;M21-5_741B1_1;M21-5_741B1_S1;2000;2500;0;2500;11/07/1992;0.25;M21-5_741B1_1_S1_125-150_L;NA;Raw;125;150;72.37;-7.71;125;1;31;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0
1884;Net;M21-5;M21-5_741B1_1;M21-5_741B1_S1;2000;2500;0;2500;11/07/1992;0.25;M21-5_741B1_1_S1_150-200_L;NA;Raw;150;200;72.37;-7.71;125;1;14;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1885;Net;M21-5;M21-5_741B1_1;M21-5_741B1_S1;2000;2500;0;2500;11/07/1992;0.25;M21-5_741B1_1_S1_200-250_L;NA;Raw;200;250;72.37;-7.71;125;1;12;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1886;Net;M21-5;M21-5_741B1_1;M21-5_741B1_S1;2000;2500;0;2500;11/07/1992;0.25;M21-5_741B1_1_S1_250-315_L;NA;Raw;250;315;72.37;-7.71;125;1;1;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1887;Net;M21-5;M21-5_741B1_1;M21-5_741B1_S1;2000;2500;0;2500;11/07/1992;0.25;M21-5_741B1_1_S1_315_L;NA;Raw;315;NA;72.37;-7.71;125;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1888;Net;M21-5;M21-5_741B1_1;M21-5_741B2_S1;1500;2000;0;2500;11/07/1992;0.25;M21-5_741B2_1_S1_100-125_L;NA;Raw;100;125;72.37;-7.71;125;1;244;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0
1889;Net;M21-5;M21-5_741B1_1;M21-5_741B2_S1;1500;2000;0;2500;11/07/1992;0.25;M21-5_741B2_1_S1_125-150_L;NA;Raw;125;150;72.37;-7.71;125;1;73;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0
1890;Net;M21-5;M21-5_741B1_1;M21-5_741B2_S1;1500;2000;0;2500;11/07/1992;0.25;M21-5_741B2_1_S1_150-200_L;NA;Raw;150;200;72.37;-7.71;125;1;53;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0
1891;Net;M21-5;M21-5_741B1_1;M21-5_741B2_S1;1500;2000;0;2500;11/07/1992;0.25;M21-5_741B2_1_S1_200-250_L;NA;Raw;200;250;72.37;-7.71;125;1;8;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
1892;Net;M21-5;M21-5_741B1_1;M21-5_741B2_S1;1500;2000;0;2500;11/07/1992;0.25;M21-5_741B2_1_S1_250-315_L;NA;Raw;250;315;72.37;-7.71;125;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1893;Net;M21-5;M21-5_741B1_1;M21-5_741B2_S1;1500;2000;0;2500;11/07/1992;0.25;M21-5_741B2_1_S1_315_L;NA;Raw;315;NA;72.37;-7.71;125;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1894;Net;M21-5;M21-5_741B1_1;M21-5_741B3_S1;1000;1500;0;2500;11/07/1992;0.25;M21-5_741B3_1_S1_100-125_L;NA;Raw;100;125;72.37;-7.71;125;1;113;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0
1895;Net;M21-5;M21-5_741B1_1;M21-5_741B3_S1;1000;1500;0;2500;11/07/1992;0.25;M21-5_741B3_1_S1_125-150_L;NA;Raw;125;150;72.37;-7.71;125;1;71;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0
1896;Net;M21-5;M21-5_741B1_1;M21-5_741B3_S1;1000;1500;0;2500;11/07/1992;0.25;M21-5_741B3_1_S1_150-200_L;NA;Raw;150;200;72.37;-7.71;125;1;45;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0
1897;Net;M21-5;M21-5_741B1_1;M21-5_741B3_S1;1000;1500;0;2500;11/07/1992;0.25;M21-5_741B3_1_S1_200-250_L;NA;Raw;200;250;72.37;-7.71;125;1;5;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
1898;Net;M21-5;M21-5_741B1_1;M21-5_741B3_S1;1000;1500;0;2500;11/07/1992;0.25;M21-5_741B3_1_S1_250-315_L;NA;Raw;250;315;72.37;-7.71;125;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1899;Net;M21-5;M21-5_741B1_1;M21-5_741B3_S1;1000;1500;0;2500;11/07/1992;0.25;M21-5_741B3_1_S1_315_L;NA;Raw;315;NA;72.37;-7.71;125;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1900;Net;M21-5;M21-5_741B1_1;M21-5_741B4_S1;700;1000;0;2500;11/07/1992;0.25;M21-5_741B4_1_S1_100-125_L;NA;Raw;100;125;72.37;-7.71;75;1;163;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0
1901;Net;M21-5;M21-5_741B1_1;M21-5_741B4_S1;700;1000;0;2500;11/07/1992;0.25;M21-5_741B4_1_S1_125-150_L;NA;Raw;125;150;72.37;-7.71;75;1;90;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0
1902;Net;M21-5;M21-5_741B1_1;M21-5_741B4_S1;700;1000;0;2500;11/07/1992;0.25;M21-5_741B4_1_S1_150-200_L;NA;Raw;150;200;72.37;-7.71;75;1;64;Net;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0
1903;Net;M21-5;M21-5_741B1_1;M21-5_741B4_S1;700;1000;0;2500;11/07/1992;0.25;M21-5_741B4_1_S1_200-250_L;NA;Raw;200;250;72.37;-7.71;75;1;11;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1904;Net;M21-5;M21-5_741B1_1;M21-5_741B4_S1;700;1000;0;2500;11/07/1992;0.25;M21-5_741B4_1_S1_250-315_L;NA;Raw;250;315;72.37;-7.71;75;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1905;Net;M21-5;M21-5_741B1_1;M21-5_741B4_S1;700;1000;0;2500;11/07/1992;0.25;M21-5_741B4_1_S1_315_L;NA;Raw;315;NA;72.37;-7.71;75;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1906;Net;M21-5;M21-5_741B1_1;M21-5_742B1_S1;80;100;0;2500;12/07/1992;0.25;M21-5_742B1_1_S1_100-125_L;NA;Raw;100;125;72.36;-7.68;5;1;57;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0
1907;Net;M21-5;M21-5_741B1_1;M21-5_742B1_S1;80;100;0;2500;12/07/1992;0.25;M21-5_742B1_1_S1_125-150_L;NA;Raw;125;150;72.36;-7.68;5;1;18;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0
1908;Net;M21-5;M21-5_741B1_1;M21-5_742B1_S1;80;100;0;2500;12/07/1992;0.25;M21-5_742B1_1_S1_150-200_L;NA;Raw;150;200;72.36;-7.68;5;1;18;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1909;Net;M21-5;M21-5_741B1_1;M21-5_742B1_S1;80;100;0;2500;12/07/1992;0.25;M21-5_742B1_1_S1_200-250_L;NA;Raw;200;250;72.36;-7.68;5;1;7;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1910;Net;M21-5;M21-5_741B1_1;M21-5_742B1_S1;80;100;0;2500;12/07/1992;0.25;M21-5_742B1_1_S1_250-315_L;NA;Raw;250;315;72.36;-7.68;5;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1911;Net;M21-5;M21-5_741B1_1;M21-5_742B1_S1;80;100;0;2500;12/07/1992;0.25;M21-5_742B1_1_S1_315_L;NA;Raw;315;NA;72.36;-7.68;5;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1912;Net;M21-5;M21-5_741B1_1;M21-5_742B2_S1;60;80;0;2500;12/07/1992;0.25;M21-5_742B2_1_S1_100-125_L;NA;Raw;100;125;72.36;-7.68;5;1;34;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0
1913;Net;M21-5;M21-5_741B1_1;M21-5_742B2_S1;60;80;0;2500;12/07/1992;0.25;M21-5_742B2_1_S1_125-150_L;NA;Raw;125;150;72.36;-7.68;5;1;31;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0
1914;Net;M21-5;M21-5_741B1_1;M21-5_742B2_S1;60;80;0;2500;12/07/1992;0.25;M21-5_742B2_1_S1_150-200_L;NA;Raw;150;200;72.36;-7.68;5;1;16;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
